season,index,category,term,clean_term
spring 2024,34,Trends,buttery yellow,buttery yellow
spring 2024,34,Trends,yellow vest suiting,yellow vest suiting
spring 2024,35,Clothing,graphic tees,graphic tee
spring 2024,35,Clothing,sheer lacy white skirt,sheer lacy white skirt
spring 2024,35,Clothing,oversized sweater,oversized sweater
spring 2024,35,Clothing,long sleeve,long sleeve
spring 2024,35,Clothing,dress (from Free People),dress (from free people)
spring 2024,35,Clothing,rosette style dress,rosette style dress
spring 2024,35,Clothing,denim on denim set,denim on denim set
spring 2024,35,Clothing,top,top
spring 2024,35,Clothing,hair club,hair club
spring 2024,35,Clothing,stripe button ups,stripe button up
spring 2024,35,Clothing,Tudor print dress,tudor print dress
spring 2024,35,Clothing,turtleneck,turtleneck
spring 2024,35,Clothing,oversized oval colored lenses,oversized oval colored lense
spring 2024,35,Clothing,overalls,overall
spring 2024,35,Shoes,gazelles,gazelle
spring 2024,35,Shoes,sambas,samba
spring 2024,35,Shoes,bright colored shoes,bright colored shoe
spring 2024,35,Accessories,bag,bag
spring 2024,35,Accessories,trainer,trainer
spring 2024,35,Accessories,oversized sunglasses with colored lenses,oversized sunglasse with colored lense
spring 2024,35,Accessories,"thicker, tortoise rims","thicker, tortoise rim"
spring 2024,35,Colors,pop of color,pop of color
spring 2024,35,Colors,neutral,neutral
spring 2024,35,Colors,blue,blue
spring 2024,35,Colors,yellow,yellow
spring 2024,35,Trends,cool girl,cool girl
spring 2024,35,Trends,oversized,oversized
spring 2024,35,Trends,quiet luxury,quiet luxury
spring 2024,35,Trends,denim on denim,denim on denim
spring 2024,35,Trends,Tudor print,tudor print
spring 2024,35,Trends,overall,overall
spring 2024,35,Patterns,graphic,graphic
spring 2024,35,Patterns,lacy,lacy
spring 2024,35,Patterns,stripe,stripe
spring 2024,35,Patterns,Tudor print,tudor print
spring 2024,36,Clothing,oversized bag,oversized bag
spring 2024,36,Clothing,cream color jeans,cream color jean
spring 2024,36,Clothing,straight leg jeans,straight leg jean
spring 2024,36,Clothing,yellow stripe button down,yellow stripe button down
spring 2024,36,Clothing,polo vibes,polo vibe
spring 2024,36,Shoes,flats,flat
spring 2024,36,Shoes,ballerina flats,ballerina flat
spring 2024,36,Shoes,beige mesh flats,beige mesh flat
spring 2024,36,Shoes,Mary Jane's,mary jane'
spring 2024,36,Accessories,vegan leather bag,vegan leather bag
spring 2024,36,Colors,cream,cream
spring 2024,36,Colors,butter yellow,butter yellow
spring 2024,36,Colors,sky blue,sky blue
spring 2024,36,Materials,vegan leather,vegan leather
spring 2024,36,Trends,oversized bag,oversized bag
spring 2024,36,Trends,cream color jeans,cream color jean
spring 2024,36,Trends,straight leg jeans,straight leg jean
spring 2024,36,Trends,yellow stripe button down,yellow stripe button down
spring 2024,36,Trends,polo vibes,polo vibe
spring 2024,36,Trends,flats,flat
spring 2024,36,Trends,ballerina flats,ballerina flat
spring 2024,36,Trends,beige mesh flats,beige mesh flat
spring 2024,36,Trends,Mary Jane's,mary jane'
spring 2024,38,Clothing,dress,dress
spring 2024,38,Clothing,loafers,loafer
spring 2024,38,Clothing,ballet flat,ballet flat
spring 2024,38,Clothing,jeans,jean
spring 2024,38,Shoes,sneakers,sneaker
spring 2024,38,Shoes,loafers,loafer
spring 2024,38,Shoes,ballet flat,ballet flat
spring 2024,38,Shoes,Samba,samba
spring 2024,38,Accessories,purse,purse
spring 2024,38,Colors,Barbie pink,barbie pink
spring 2024,38,Colors,muted pink,muted pink
spring 2024,38,Colors,red,red
spring 2024,38,Colors,green,green
spring 2024,38,Colors,yellow,yellow
spring 2024,38,Trends,fitted approach,fitted approach
spring 2024,38,Trends,no sneakers with dresses,no sneaker with dresse
spring 2024,38,Trends,quiet luxury,quiet luxury
spring 2024,38,Trends,high-rise jeans,high-rise jean
spring 2024,38,Trends,non-distress,non-distress
spring 2024,39,Clothing,floral dress,floral dress
spring 2024,39,Clothing,chunky hobo bag,chunky hobo bag
spring 2024,39,Clothing,longer denim shorts,longer denim short
spring 2024,39,Clothing,bomber jacket,bomber jacket
spring 2024,39,Clothing,sweaters around the shoulder,sweater around the shoulder
spring 2024,39,Clothing,chunky belts,chunky belt
spring 2024,39,Clothing,wife-beater maxi skirt,wife-beater maxi skirt
spring 2024,39,Clothing,drop-way stresses,drop-way stresse
spring 2024,39,Clothing,silk maxi skirt,silk maxi skirt
spring 2024,39,Shoes,cowboy boots,cowboy boot
spring 2024,39,Accessories,chunky shoulder bag,chunky shoulder bag
spring 2024,39,Accessories,cowboy hat,cowboy hat
spring 2024,39,Accessories,belt,belt
spring 2024,39,Trends,florals for spring,floral for spring
spring 2024,39,Trends,longer shorts,longer short
spring 2024,39,Trends,longer skirts,longer skirt
spring 2024,39,Trends,mixing bomber jackets with cowboy boots and hats,mixing bomber jacket with cowboy boot and hat
spring 2024,39,Trends,sweaters around the shoulder,sweater around the shoulder
spring 2024,39,Trends,chunky belts,chunky belt
spring 2024,39,Trends,wife-beater maxi skirt and belt combination,wife-beater maxi skirt and belt combination
spring 2024,39,Trends,drop-way stresses,drop-way stresse
spring 2024,39,Patterns,florals,floral
spring 2024,39,Patterns,polka dots (implied by 'wife-beater maxi skirt'),polka dot (implied by 'wife-beater maxi skirt')
spring 2024,41,Clothing,ballet dress,ballet dress
spring 2024,41,Clothing,Carol Jeans,carol jean
spring 2024,41,Shoes,flat shoes,flat shoe
spring 2024,41,Shoes,Sherman Sandals,sherman sandal
spring 2024,41,Accessories,horizontal bags,horizontal bag
spring 2024,41,Colors,peppery,peppery
spring 2024,41,Trends,lace-up,lace-up
spring 2024,42,Clothing,draped tops,draped top
spring 2024,42,Clothing,papilim style tops,papilim style top
spring 2024,42,Clothing,tops with exaggerated shoulders,top with exaggerated shoulder
spring 2024,42,Clothing,dresses,dresse
spring 2024,42,Clothing,skirts,skirt
spring 2024,42,Clothing,pants,pant
spring 2024,42,Clothing,dresses and skirts layered over pants,dresse and skirt layered over pant
spring 2024,42,Accessories,ties,tie
spring 2024,42,Accessories,ties worn as scarves,tie worn a scarve
spring 2024,42,Trends,tomboy aesthetic,tomboy aesthetic
spring 2024,42,Trends,masculine pieces,masculine piece
spring 2024,42,Trends,exaggerated waistlines,exaggerated waistline
spring 2024,42,Trends,ties and women's wear,tie and women' wear
spring 2024,42,Trends,layering,layering
spring 2024,42,Trends,exaggerated shoulders (slouchy version),exaggerated shoulder (slouchy version)
spring 2024,42,Trends,early 2000s style,early 2000 style
spring 2024,43,Clothing,kitten heels,kitten heel
spring 2024,43,Clothing,crop tops,crop top
spring 2024,43,Accessories,Mary Poppins bags,mary poppin bag
spring 2024,43,Trends,kitten heels trend,kitten heel trend
spring 2024,43,Trends,Mary Poppins bags trend,mary poppin bag trend
spring 2024,43,Trends,crop tops trend,crop top trend
spring 2024,44,Clothing,tights,tight
spring 2024,44,Clothing,pleated mini skirts,pleated mini skirt
spring 2024,44,Clothing,coats,coat
spring 2024,44,Clothing,leather micro shorts,leather micro short
spring 2024,44,Clothing,leather gloves (two pairs),leather glove (two pairs)
spring 2024,44,Clothing,leather fur,leather fur
spring 2024,44,Clothing,Denim,denim
spring 2024,44,Accessories,belts,belt
spring 2024,44,Accessories,90s inspired satin gloves,90 inspired satin glove
spring 2024,44,Accessories,leather gloves,leather glove
spring 2024,44,Colors,neutrals,neutral
spring 2024,44,Colors,cherry red,cherry red
spring 2024,44,Colors,leopard print,leopard print
spring 2024,44,Materials,leather,leather
spring 2024,44,Materials,fur,fur
spring 2024,44,Trends,deconstructed micro mini skirt (out),deconstructed micro mini skirt (out)
spring 2024,44,Trends,shagging for coats (in),shagging for coat (in)
spring 2024,44,Trends,Denim on Denim (not as popular anymore),denim on denim (not a popular anymore)
spring 2024,44,Patterns,leopard print,leopard print
spring 2024,45,Clothing,great white dresses,great white dresse
spring 2024,45,Clothing,dress from Reformation,dress from reformation
spring 2024,45,Clothing,beautiful quartz set detail dress,beautiful quartz set detail dress
spring 2024,45,Clothing,strapless white dress from Free People,strapless white dress from free people
spring 2024,45,Clothing,flowy dress from Saboteur,flowy dress from saboteur
spring 2024,45,Clothing,bikinis is known for this dress,bikini i known for thi dress
spring 2024,45,Clothing,beautiful corseted white dress,beautiful corseted white dress
spring 2024,45,Clothing,asymmetrical dresses at Dish House,asymmetrical dresse at dish house
spring 2024,45,Clothing,white dress from House of CB,white dress from house of cb
spring 2024,45,Clothing,beautiful ruffle dress,beautiful ruffle dress
spring 2024,45,Clothing,off the shoulder dress with droplet waist and ruffle,off the shoulder dress with droplet waist and ruffle
spring 2024,45,Clothing,Timeless white strapless dress,timeless white strapless dress
spring 2024,45,Clothing,beautiful dress from Reformation,beautiful dress from reformation
spring 2024,45,Clothing,dress from Elsa,dress from elsa
spring 2024,45,Shoes,loafers,loafer
spring 2024,45,Accessories,big belts,big belt
spring 2024,45,Accessories,big accessories,big accessorie
spring 2024,45,Colors,white,white
spring 2024,45,Trends,white dress trend,white dress trend
spring 2024,46,Clothing,spring fit,spring fit
spring 2024,46,Clothing,oversized skirts,oversized skirt
spring 2024,46,Clothing,big blazers,big blazer
spring 2024,46,Clothing,oversized tops,oversized top
spring 2024,46,Clothing,linen top,linen top
spring 2024,46,Clothing,black belly flat,black belly flat
spring 2024,46,Clothing,white set in skirt,white set in skirt
spring 2024,46,Clothing,soft buttery cream top,soft buttery cream top
spring 2024,46,Shoes,black belly flat,black belly flat
spring 2024,46,Accessories,ring,ring
spring 2024,46,Colors,black,black
spring 2024,46,Colors,white,white
spring 2024,46,Colors,soft buttery cream,soft buttery cream
spring 2024,46,Materials,linen,linen
spring 2024,46,Trends,cool girl aesthetic,cool girl aesthetic
spring 2024,46,Trends,Pinterest and reality,pinterest and reality
spring 2024,46,Trends,practical,practical
spring 2024,46,Trends,for fashion grilies,for fashion grilie
spring 2024,46,Trends,it fabric for spring,it fabric for spring
spring 2024,46,Trends,sandwich method,sandwich method
spring 2024,46,Trends,mixing neutrals,mixing neutral
spring 2024,47,Clothing,barrel jeans,barrel jean
spring 2024,47,Shoes,point to toe pump,point to toe pump
spring 2024,47,Trends,barrel jeans,barrel jean
spring 2024,47,Other,"stylish, complete wardrobe","stylish, complete wardrobe"
winter 2023,0,Clothing,Ugg tazmin slippers,ugg tazmin slipper
winter 2023,0,Clothing,"check prints, plaid, tweed, houndstooth","check prints, plaid, tweed, houndstooth"
winter 2023,0,Clothing,"checked prints, plaid, tweed, houndstooth coats","checked prints, plaid, tweed, houndstooth coat"
winter 2023,0,Clothing,plaid and boot cut jeans,plaid and boot cut jean
winter 2023,0,Clothing,"long, suede jackets with fur trim","long, suede jacket with fur trim"
winter 2023,0,Shoes,Ugg tazmin slippers,ugg tazmin slipper
winter 2023,0,Materials,suede,suede
winter 2023,0,Materials,fur,fur
winter 2023,0,Trends,Ugg tazmin slippers,ugg tazmin slipper
winter 2023,0,Trends,"checked prints, plaid, tweed, houndstooth","checked prints, plaid, tweed, houndstooth"
winter 2023,0,Trends,plaid and boot cut jeans,plaid and boot cut jean
winter 2023,0,Trends,"long, suede jackets with fur trim","long, suede jacket with fur trim"
winter 2023,0,Patterns,"checked prints, plaid, tweed, houndstooth","checked prints, plaid, tweed, houndstooth"
winter 2023,3,Clothing,lofas,lofa
winter 2023,3,Clothing,blazes,blaze
winter 2023,3,Clothing,Maxi skirts,maxi skirt
winter 2023,3,Clothing,hoodies,hoodie
winter 2023,3,Shoes,gumboot new hybrids,gumboot new hybrid
winter 2023,3,Shoes,Honkiniets,honkiniet
winter 2023,3,Trends,lofas trend,lofa trend
winter 2023,3,Trends,gumboot new hybrid trend,gumboot new hybrid trend
winter 2023,3,Trends,blazes trend,blaze trend
winter 2023,3,Trends,Maxi skirts trend,maxi skirt trend
winter 2023,3,Trends,blazes and hoody combo trend,blaze and hoody combo trend
winter 2023,3,Trends,Honkiniets trend,honkiniet trend
winter 2023,4,Clothing,dress,dress
winter 2023,4,Clothing,coat,coat
winter 2023,4,Clothing,tights,tight
winter 2023,4,Clothing,outfit,outfit
winter 2023,4,Shoes,Mary Jane's,mary jane'
winter 2023,4,Shoes,Ballet Flats,ballet flat
winter 2023,4,Shoes,Tasman Uggboot slippers,tasman uggboot slipper
winter 2023,4,Accessories,bows,bow
winter 2023,4,Accessories,ribbons,ribbon
winter 2023,4,Accessories,bow earrings,bow earring
winter 2023,4,Accessories,socks,sock
winter 2023,4,Accessories,Sherpa,sherpa
winter 2023,4,Colors,red,red
winter 2023,4,Materials,Sherpa,sherpa
winter 2023,4,Trends,bows and ribbons,bow and ribbon
winter 2023,4,Trends,trim around the collar and sleeves,trim around the collar and sleeve
winter 2023,4,Trends,colored tights,colored tight
winter 2023,4,Trends,Mary Jane's and Ballet Flats with socks,mary jane' and ballet flat with sock
winter 2023,4,Trends,Sherpa,sherpa
winter 2023,5,Clothing,Brighton Stripes dress,brighton stripe dress
winter 2023,5,Clothing,Silk skirt,silk skirt
winter 2023,5,Clothing,Blazer,blazer
winter 2023,5,Clothing,Sweatshirt,sweatshirt
winter 2023,5,Clothing,Baseball cap,baseball cap
winter 2023,5,Clothing,Mini skirt,mini skirt
winter 2023,5,Accessories,Red accessories,red accessorie
winter 2023,5,Colors,Red,red
winter 2023,5,Materials,Silk,silk
winter 2023,5,Trends,Brighton Stripes,brighton stripe
winter 2023,5,Trends,Silk skirts,silk skirt
winter 2023,5,Trends,Blazer and sweatshirt,blazer and sweatshirt
winter 2023,5,Trends,Mini skirts and thick sweaters,mini skirt and thick sweater
winter 2023,5,Patterns,Stripes,stripe
winter 2023,6,Clothing,Pepplem tops,pepplem top
winter 2023,6,Clothing,Asa jeans,asa jean
winter 2023,6,Clothing,short whip tights,short whip tight
winter 2023,6,Clothing,taller boots,taller boot
winter 2023,6,Shoes,dainty shoes,dainty shoe
winter 2023,6,Shoes,right shoe,right shoe
winter 2023,6,Accessories,bobble necklace,bobble necklace
winter 2023,6,Colors,red,red
winter 2023,6,Trends,20 tens trends,20 ten trend
winter 2023,6,Trends,no trousers trend,no trouser trend
winter 2023,6,Trends,red tights trend,red tight trend
winter 2023,6,Trends,red ankle sock trend,red ankle sock trend
winter 2023,7,Clothing,Breton striped design,breton striped design
winter 2023,7,Clothing,Jean skirts,jean skirt
winter 2023,7,Clothing,long silk skirts,long silk skirt
winter 2023,7,Clothing,timeless dresses,timeless dresse
winter 2023,7,Clothing,quiet luxury dress,quiet luxury dress
winter 2023,7,Clothing,boho chic,boho chic
winter 2023,7,Clothing,puffer jackets,puffer jacket
winter 2023,7,Clothing,sweater dresses,sweater dresse
winter 2023,7,Clothing,matching sets,matching set
winter 2023,7,Shoes,loafers,loafer
winter 2023,7,Shoes,booty heel,booty heel
winter 2023,7,Colors,neutrals,neutral
winter 2023,7,Colors,red,red
winter 2023,7,Materials,silk,silk
winter 2023,7,Trends,Breton stripes,breton stripe
winter 2023,7,Trends,long silk skirts,long silk skirt
winter 2023,7,Trends,business type of look,business type of look
winter 2023,7,Trends,puffer jackets,puffer jacket
winter 2023,7,Trends,neutrals,neutral
winter 2023,7,Trends,red as the color of winter,red a the color of winter
winter 2023,7,Trends,timeless dresses,timeless dresse
winter 2023,7,Trends,quiet luxury,quiet luxury
winter 2023,7,Trends,boho chic,boho chic
winter 2023,7,Trends,layering,layering
winter 2023,7,Trends,cozy,cozy
winter 2023,7,Trends,booty heel,booty heel
winter 2023,7,Trends,plaid,plaid
winter 2023,7,Trends,Persian fall,persian fall
winter 2023,7,Trends,dad jacket,dad jacket
winter 2023,7,Trends,bulky look,bulky look
winter 2023,7,Trends,fitted,fitted
winter 2023,7,Trends,sweater dresses,sweater dresse
winter 2023,7,Trends,matching sets,matching set
winter 2023,7,Patterns,Breton stripes,breton stripe
winter 2023,7,Patterns,plaid,plaid
winter 2023,8,Clothing,totem jacket,totem jacket
winter 2023,8,Clothing,Sheerling toggle jacket,sheerling toggle jacket
winter 2023,8,Clothing,doops (possibly a type of jacket),doop (possibly a type of jacket)
winter 2023,8,Clothing,day out of doop,day out of doop
winter 2023,8,Clothing,vest,vest
winter 2023,8,Clothing,Sheerling jacket,sheerling jacket
winter 2023,8,Clothing,turtle neck,turtle neck
winter 2023,8,Clothing,Sheerling bag,sheerling bag
winter 2023,8,Shoes,ugg boots,ugg boot
winter 2023,8,Accessories,Sheerling bag,sheerling bag
winter 2023,8,Colors,cream color,cream color
winter 2023,8,Materials,Sheerling,sheerling
winter 2023,8,Materials,white,white
winter 2023,8,Trends,totem jacket trend,totem jacket trend
winter 2023,8,Trends,Sheerling jacket trend,sheerling jacket trend
winter 2023,8,Trends,doll neck trend,doll neck trend
winter 2023,8,Trends,Sheerling bag trend,sheerling bag trend
winter 2023,9,Clothing,winter coat,winter coat
winter 2023,9,Clothing,long wool coats,long wool coat
winter 2023,9,Clothing,tonal neck,tonal neck
winter 2023,9,Clothing,purse,purse
winter 2023,9,Clothing,jacket,jacket
winter 2023,9,Clothing,boots,boot
winter 2023,9,Clothing,blazers,blazer
winter 2023,9,Clothing,blazers with gold buttons,blazer with gold button
winter 2023,9,Clothing,blazers with shoulder pads,blazer with shoulder pad
winter 2023,9,Shoes,boots,boot
winter 2023,9,Accessories,tonal neck,tonal neck
winter 2023,9,Accessories,Sherpa lining,sherpa lining
winter 2023,9,Colors,vibrant reds,vibrant red
winter 2023,9,Colors,electric blues,electric blue
winter 2023,9,Colors,sunshine yellows,sunshine yellow
winter 2023,9,Materials,wool,wool
winter 2023,9,Materials,Sherpa lining,sherpa lining
winter 2023,9,Trends,cozy classics,cozy classic
winter 2023,9,Trends,long coats,long coat
winter 2023,9,Trends,bold bright colors,bold bright color
winter 2023,9,Trends,Sherpa Sherlings,sherpa sherling
winter 2023,10,Clothing,flat pants,flat pant
winter 2023,10,Clothing,laser (possibly a type of top or dress),laser (possibly a type of top or dress)
winter 2023,10,Shoes,heeled shoes,heeled shoe
winter 2023,10,Accessories,belt,belt
winter 2023,10,Accessories,earrings,earring
winter 2023,10,Trends,wearing something comfy,wearing something comfy
winter 2023,10,Other,makeup,makeup
winter 2023,11,Clothing,slip dress,slip dress
winter 2023,11,Clothing,vintage sweater,vintage sweater
winter 2023,11,Clothing,black turtleneck,black turtleneck
winter 2023,11,Clothing,linen blouse,linen blouse
winter 2023,11,Clothing,black dress,black dress
winter 2023,11,Clothing,blazers,blazer
winter 2023,11,Clothing,trench coat,trench coat
winter 2023,11,Colors,gray,gray
winter 2023,11,Other,final review,final review
winter 2023,12,Clothing,coats,coat
winter 2023,12,Clothing,fur coats,fur coat
winter 2023,12,Clothing,sweatpants,sweatpant
winter 2023,12,Clothing,bean,bean
winter 2023,12,Clothing,sea,sea
winter 2023,12,Clothing,tights,tight
winter 2023,12,Clothing,burgundy tights,burgundy tight
winter 2023,12,Clothing,lace tights,lace tight
winter 2023,12,Clothing,gray tights,gray tight
winter 2023,12,Clothing,thick brown tights,thick brown tight
winter 2023,12,Clothing,green tights,green tight
winter 2023,12,Clothing,blue tights,blue tight
winter 2023,12,Clothing,all brown outfit,all brown outfit
winter 2023,12,Clothing,leg warmers,leg warmer
winter 2023,12,Shoes,heel boots,heel boot
winter 2023,12,Shoes,yeti boots,yeti boot
winter 2023,12,Shoes,boots (generic),boot (generic)
winter 2023,12,Shoes,sneakers,sneaker
winter 2023,12,Shoes,heels,heel
winter 2023,12,Shoes,kitten heels,kitten heel
winter 2023,12,Shoes,ugg boots,ugg boot
winter 2023,12,Accessories,fur hats,fur hat
winter 2023,12,Accessories,headband,headband
winter 2023,12,Accessories,bucket hat,bucket hat
winter 2023,12,Accessories,leg warmers,leg warmer
winter 2023,12,Accessories,socks,sock
winter 2023,12,Colors,burgundy,burgundy
winter 2023,12,Colors,gray,gray
winter 2023,12,Colors,brown,brown
winter 2023,12,Colors,green,green
winter 2023,12,Colors,blue,blue
winter 2023,12,Materials,fur,fur
winter 2023,12,Trends,big top a little bottom,big top a little bottom
winter 2023,13,Clothing,leather blazer,leather blazer
winter 2023,13,Clothing,warmers,warmer
winter 2023,13,Clothing,white button down shirts,white button down shirt
winter 2023,13,Clothing,one piece dress,one piece dress
winter 2023,13,Shoes,leather ones,leather one
winter 2023,13,Shoes,plain black pair,plain black pair
winter 2023,13,Colors,black,black
winter 2023,13,Materials,leather,leather
winter 2023,13,Trends,80s throwback,80 throwback
winter 2023,13,Other,fitted version,fitted version
winter 2023,13,Other,baggy version,baggy version
winter 2023,13,Other,crop version,crop version
winter 2023,13,Other,extra cropped version,extra cropped version
winter 2023,14,Clothing,book cut or flare cut jeans,book cut or flare cut jean
winter 2023,14,Clothing,fur coats,fur coat
winter 2023,14,Clothing,snow boots,snow boot
winter 2023,14,Clothing,knee high skinny heel boots,knee high skinny heel boot
winter 2023,14,Clothing,patterned sweaters,patterned sweater
winter 2023,14,Shoes,boots,boot
winter 2023,14,Shoes,skinny heels,skinny heel
winter 2023,14,Shoes,kitten heels,kitten heel
winter 2023,14,Shoes,moon boot,moon boot
winter 2023,14,Trends,book cut or flare cut jeans,book cut or flare cut jean
winter 2023,14,Trends,fur coats,fur coat
winter 2023,14,Trends,snow boots,snow boot
winter 2023,14,Trends,skinny heels,skinny heel
winter 2023,14,Trends,patterned sweaters,patterned sweater
winter 2023,14,Patterns,patterned sweaters,patterned sweater
winter 2023,15,Clothing,lofas,lofa
winter 2023,15,Clothing,blazes,blaze
winter 2023,15,Clothing,Maxi skirts,maxi skirt
winter 2023,15,Clothing,hoodies,hoodie
winter 2023,15,Shoes,gumboot new hybrids,gumboot new hybrid
winter 2023,15,Shoes,Honkiniets,honkiniet
winter 2023,15,Trends,lofas trend,lofa trend
winter 2023,15,Trends,gumboot new hybrid trend,gumboot new hybrid trend
winter 2023,15,Trends,blazes trend,blaze trend
winter 2023,15,Trends,Maxi skirts trend,maxi skirt trend
winter 2023,15,Trends,blazes and hoody combo trend,blaze and hoody combo trend
winter 2023,15,Trends,Honkiniets trend,honkiniet trend
winter 2023,16,Clothing,jackets,jacket
winter 2023,16,Clothing,purses,purse
winter 2023,16,Clothing,handbags,handbag
winter 2023,16,Clothing,shoes,shoe
winter 2023,16,Clothing,biker boots,biker boot
winter 2023,16,Clothing,Honorary Bench and Off the Shroller tops,honorary bench and off the shroller top
winter 2023,16,Shoes,biker boots,biker boot
winter 2023,16,Shoes,Chloe boots,chloe boot
winter 2023,16,Accessories,fur coats,fur coat
winter 2023,16,Accessories,handbags with Sherpa detailing,handbag with sherpa detailing
winter 2023,16,Accessories,shoes with Sherpa detailing,shoe with sherpa detailing
winter 2023,16,Colors,red,red
winter 2023,16,Materials,fur,fur
winter 2023,16,Materials,Sherpa,sherpa
winter 2023,16,Trends,red,red
winter 2023,16,Trends,big fluffy fur coats and jackets,big fluffy fur coat and jacket
winter 2023,16,Trends,biker boots,biker boot
winter 2023,16,Trends,Honorary Bench and Off the Shroller tops,honorary bench and off the shroller top
winter 2023,16,Trends,Sherpa detailing,sherpa detailing
winter 2023,17,Clothing,leggings,legging
winter 2023,17,Clothing,turtleneck,turtleneck
winter 2023,17,Clothing,hat,hat
winter 2023,17,Shoes,long boot,long boot
winter 2023,17,Accessories,silver earrings,silver earring
winter 2023,17,Accessories,gloves,glove
winter 2023,17,Accessories,sunnies,sunnie
winter 2023,17,Other,final box,final box
winter 2023,17,Other,option one,option one
winter 2023,17,Other,option number two,option number two
winter 2023,18,Clothing,cozy chic outfit,cozy chic outfit
winter 2023,18,Clothing,Sherpa,sherpa
winter 2023,18,Clothing,kibble knit pants,kibble knit pant
winter 2023,18,Clothing,shirling,shirling
winter 2023,18,Clothing,hoodie,hoodie
winter 2023,18,Clothing,jackets,jacket
winter 2023,18,Clothing,chunky sweater,chunky sweater
winter 2023,18,Clothing,ski chic outfit,ski chic outfit
winter 2023,18,Clothing,biker boots,biker boot
winter 2023,18,Clothing,strip a jacket,strip a jacket
winter 2023,18,Shoes,kind of shoes,kind of shoe
winter 2023,18,Shoes,Uggs,ugg
winter 2023,18,Shoes,Mary-Janes,mary-jane
winter 2023,18,Shoes,ballet flat,ballet flat
winter 2023,18,Shoes,platform,platform
winter 2023,18,Shoes,kitten heel,kitten heel
winter 2023,18,Accessories,purse,purse
winter 2023,18,Accessories,tie,tie
winter 2023,18,Colors,red,red
winter 2023,18,Colors,green,green
winter 2023,18,Materials,Sherpa,sherpa
winter 2023,18,Materials,shirling,shirling
winter 2023,18,Trends,cozy chic,cozy chic
winter 2023,18,Trends,ski chic,ski chic
winter 2023,18,Trends,Mary-Janes,mary-jane
winter 2023,19,Clothing,black turtleneck,black turtleneck
winter 2023,19,Clothing,blue jeans,blue jean
winter 2023,19,Clothing,pair of sneakers,pair of sneaker
winter 2023,19,Clothing,long black trench coat,long black trench coat
winter 2023,19,Clothing,neutral colored top,neutral colored top
winter 2023,19,Clothing,boots,boot
winter 2023,19,Clothing,Uggs,ugg
winter 2023,19,Clothing,dress,dress
winter 2023,19,Clothing,black coat,black coat
winter 2023,19,Clothing,neutral tops or body suits,neutral top or body suit
winter 2023,19,Clothing,pair of jeans,pair of jean
winter 2023,19,Clothing,pair of boots,pair of boot
winter 2023,19,Shoes,sneakers,sneaker
winter 2023,19,Shoes,boots,boot
winter 2023,19,Shoes,Uggs,ugg
winter 2023,19,Accessories,scarf,scarf
winter 2023,19,Accessories,black scarf,black scarf
winter 2023,19,Accessories,black gloves,black glove
winter 2023,19,Colors,black,black
winter 2023,19,Colors,blue,blue
winter 2023,19,Materials,furry,furry
winter 2023,19,Trends,statement jackets,statement jacket
winter 2023,20,Clothing,winter outfits,winter outfit
winter 2023,20,Clothing,undergarments,undergarment
winter 2023,20,Clothing,tops,top
winter 2023,20,Clothing,sweater,sweater
winter 2023,20,Clothing,jacket,jacket
winter 2023,20,Clothing,all-weather shoe,all-weather shoe
winter 2023,20,Clothing,Burkin stocks,burkin stock
winter 2023,20,Clothing,Balance 530s,balance 530
winter 2023,20,Clothing,rain boot,rain boot
winter 2023,20,Clothing,hunter boots,hunter boot
winter 2023,20,Clothing,pair of jeans,pair of jean
winter 2023,20,Clothing,coat,coat
winter 2023,20,Clothing,gloves,glove
winter 2023,20,Clothing,shoes,shoe
winter 2023,20,Clothing,balaclava,balaclava
winter 2023,20,Clothing,scarf,scarf
winter 2023,20,Shoes,Burkin stocks,burkin stock
winter 2023,20,Shoes,Balance 530s,balance 530
winter 2023,20,Shoes,rain boot,rain boot
winter 2023,20,Shoes,Uggs,ugg
winter 2023,20,Accessories,gloves,glove
winter 2023,20,Accessories,balaclava,balaclava
winter 2023,20,Accessories,scarf,scarf
winter 2023,21,Clothing,crew next sweater,crew next sweater
winter 2023,21,Clothing,dark color jeans,dark color jean
winter 2023,21,Clothing,wool coat,wool coat
winter 2023,21,Clothing,classic jacket,classic jacket
winter 2023,21,Shoes,nice boots,nice boot
winter 2023,21,Accessories,crossbody bag,crossbody bag
winter 2023,21,Colors,basic colors,basic color
winter 2023,21,Colors,indigo color,indigo color
winter 2023,21,Materials,wool,wool
winter 2023,21,Trends,pop of color,pop of color
winter 2023,22,Clothing,puffer jackets,puffer jacket
winter 2023,22,Clothing,any-lang jackets,any-lang jacket
winter 2023,22,Clothing,coats,coat
winter 2023,22,Clothing,hats,hat
winter 2023,22,Accessories,super long scarves,super long scarve
winter 2023,22,Accessories,fun hats,fun hat
winter 2023,22,Accessories,bags,bag
winter 2023,22,Colors,red,red
winter 2023,22,Colors,green,green
winter 2023,22,Colors,brown,brown
winter 2023,22,Materials,fur,fur
winter 2023,22,Trends,extremely puffy puffer jackets,extremely puffy puffer jacket
winter 2023,22,Trends,super long scarves,super long scarve
winter 2023,22,Trends,any-lang jackets with big fur,any-lang jacket with big fur
winter 2023,22,Trends,Cheetah print,cheetah print
winter 2023,22,Patterns,Cheetah print,cheetah print
